country,recipe_title,recipe_url,ingredient
indian,Beef Madras curry- Easy Indian recipe with slow cooker,https://tasteasianfood.com/beef-madras/,1 tbsp garlic paste
indian,Beef Madras curry- Easy Indian recipe with slow cooker,https://tasteasianfood.com/beef-madras/,1 tbsp ginger paste
indian,Beef Madras curry- Easy Indian recipe with slow cooker,https://tasteasianfood.com/beef-madras/,Bay leaves 
indian,Beef Madras curry- Easy Indian recipe with slow cooker,https://tasteasianfood.com/beef-madras/,1/2 tsp turmeric powder
indian,Beef Madras curry- Easy Indian recipe with slow cooker,https://tasteasianfood.com/beef-madras/,1/2 tsp cumin powder
indian,Beef Madras curry- Easy Indian recipe with slow cooker,https://tasteasianfood.com/beef-madras/,1 tbsp coriander powder
indian,Beef Madras curry- Easy Indian recipe with slow cooker,https://tasteasianfood.com/beef-madras/,1 tbsp garam masala
indian,Beef Madras curry- Easy Indian recipe with slow cooker,https://tasteasianfood.com/beef-madras/,1 tbsp Kashmiri chili powder
indian,Beef Madras curry- Easy Indian recipe with slow cooker,https://tasteasianfood.com/beef-madras/,2 tbsp tomato paste
indian,Beef Madras curry- Easy Indian recipe with slow cooker,https://tasteasianfood.com/beef-madras/,1/4 cup chopped coriander (cilantro) leaves
indian,Beef Madras curry- Easy Indian recipe with slow cooker,https://tasteasianfood.com/beef-madras/,Salt to taste
indian,Beef Madras curry- Easy Indian recipe with slow cooker,https://tasteasianfood.com/beef-madras/,Water or stock sufficient to stew the beef
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,"500g potatoes, peeled and cubed"
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,2 tsp salt
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,1 tsp turmeric powder
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,3 tbsp oil
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,"1 medium size onion, sliced crosswise"
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,2 tsp mustard seeds
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,1 sprig of curry leaves
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,2 tbsp tomato paste
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,1 tsp salt
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,2 tsp coriander powder
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,1 tsp cumin powder
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,1/2 tsp turmeric powder
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,1 tsp paprika
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,1 tbsp curry powder
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,1 tsp Kashmiri chili powder 
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,1 tsp garam masala
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,1/2 tsp crushed black pepper 
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,1 tsp kasuri methi
indian,Bombay potatoes (Bombay Aloo) - easy Indian vegan recipe,https://tasteasianfood.com/bombay-potatoes/,1 tbsp chopped coriander
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,1 tbsp vegetable oil
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,2 dried red chilies
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,3 bay leaves
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,2 green cardamom
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,2-inch cinnamon
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,1 tbsp coriander seeds
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,"1 large onion, roughly chopped"
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,"500g potatoes, peeled and cut into half-inch cubes"
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,1/2 tsp cumin seeds
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,1tsp ginger garlic paste
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,1/2 tsp turmeric powder
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,1 tbsp Kashmiri chili powder
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,1 large tomato
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,1 tsp garam masala
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,1 tsp salt
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,1/2 cup green peas
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,2 tbsp chopped coriander leaves
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,1 cup water
indian,Aloo Matar gravy recipe,https://tasteasianfood.com/aloo-matar-gravy-recipe/,1 tsp kasuri methi
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,500g chicken thigh meat
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,1/2 tsp salt
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,1/2 tsp ground black pepper
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,2 tsp light soy sauce
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,1 tsp minced ginger
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,1 tsp minced garlic
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,1 tbsp cornstarch
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,1 tbsp vegetable oil
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,1/2 egg white
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,1 tbsp cornstarch
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,1 tbsp all-purpose flour
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,2 tsp minced garlic
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,2 tsp minced ginger
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,1 tbsp thinly sliced scallion (white section)
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,1 medium-size onion (sliced)
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,"2 green chilies, cut on the bias, into 1-inch sections"
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,"2 small bell peppers, cut into bite-size pieces"
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,2 tbsp chili sauce
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,2 tbsp tomato ketchup
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,2 tsp vinegar
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,1 tsp Kashmiri chili powder
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,Cornstarch slurry (made with 1 tsp cornstarch and 2 tbsp cold water)
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,Vegetables to deep-fry and stir fry
indian,Chili chicken - How to prepare in four easy steps,https://tasteasianfood.com/chili-chicken/,Green section of the scallion to garnish.
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,2 tbsp ghee
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,2 tbsp minced garlic
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,2 tbsp minced ginger
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,1 tbsp cumin seeds
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,2 tbsp chopped green chili
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,"1 medium-sized onion, diced"
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,1 tsp chili powder
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,1 tsp coriander powder
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,1/2 tsp garam masala
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,1/2 tsp salt
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,1 tbsp lemon juice
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,"400g potato, boiled and diced"
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,150g frozen green peas
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,1/4 cup water
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,"1/2 cup coriander leaves, chopped"
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,250g all-purpose flour
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,1 tsp salt
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,60g ghee
indian,"How to make samosa, the perfect Indian style snack",https://tasteasianfood.com/how-to-make-samosa/,70ml water
japanese,Teriyaki Chicken and Rice,https://tasteasianfood.com/teriyaki-chicken-and-rice/,"2 chicken deboned thighs, skin-on"
japanese,Teriyaki Chicken and Rice,https://tasteasianfood.com/teriyaki-chicken-and-rice/,1/4 tsp ground white pepper
japanese,Teriyaki Chicken and Rice,https://tasteasianfood.com/teriyaki-chicken-and-rice/,1/4 tsp salt
japanese,Teriyaki Chicken and Rice,https://tasteasianfood.com/teriyaki-chicken-and-rice/,2 tbsp Japanese soy sauce
japanese,Teriyaki Chicken and Rice,https://tasteasianfood.com/teriyaki-chicken-and-rice/,3 tbsp mirin
japanese,Teriyaki Chicken and Rice,https://tasteasianfood.com/teriyaki-chicken-and-rice/,2 tbsp brown sugar
japanese,Teriyaki Chicken and Rice,https://tasteasianfood.com/teriyaki-chicken-and-rice/,4 slices ginger
japanese,Teriyaki Chicken and Rice,https://tasteasianfood.com/teriyaki-chicken-and-rice/,2 cloves garlic
japanese,Teriyaki Chicken and Rice,https://tasteasianfood.com/teriyaki-chicken-and-rice/,Sesame seeds and sliced green onion to garnish
japanese,Chicken Karaage- Japanese fried chicken,https://tasteasianfood.com/chicken-karaage/,"500 g chicken thighs, skin-on, boneless, cut into 2.5 cm pieces"
japanese,Chicken Karaage- Japanese fried chicken,https://tasteasianfood.com/chicken-karaage/,"1 tablespoon ginger, , grated"
japanese,Chicken Karaage- Japanese fried chicken,https://tasteasianfood.com/chicken-karaage/,"1 clove garlic, , minced"
japanese,Chicken Karaage- Japanese fried chicken,https://tasteasianfood.com/chicken-karaage/,4 teaspoons Japanese soy sauce
japanese,Chicken Karaage- Japanese fried chicken,https://tasteasianfood.com/chicken-karaage/,1 tablespoon sake
japanese,Chicken Karaage- Japanese fried chicken,https://tasteasianfood.com/chicken-karaage/,1 teaspoon sugar
japanese,Chicken Karaage- Japanese fried chicken,https://tasteasianfood.com/chicken-karaage/,equal portion of wheat flour and potato starch for coating
japanese,Chicken Karaage- Japanese fried chicken,https://tasteasianfood.com/chicken-karaage/,Lemon wedges to garnish
japanese,Chicken Karaage- Japanese fried chicken,https://tasteasianfood.com/chicken-karaage/,"Vegetable oil, for frying"
japanese,Teriyaki Steak Recipe,https://tasteasianfood.com/teriyaki-steak/,350g steak
japanese,Teriyaki Steak Recipe,https://tasteasianfood.com/teriyaki-steak/,7g ginger (to make ginger garlic juice)
japanese,Teriyaki Steak Recipe,https://tasteasianfood.com/teriyaki-steak/,2 cloves garlic (to make ginger garlic juice)
japanese,Teriyaki Steak Recipe,https://tasteasianfood.com/teriyaki-steak/,1 tbsp sake
japanese,Teriyaki Steak Recipe,https://tasteasianfood.com/teriyaki-steak/,1/4 tsp salt
japanese,Teriyaki Steak Recipe,https://tasteasianfood.com/teriyaki-steak/,1 tbsp vegetable oil
japanese,Teriyaki Steak Recipe,https://tasteasianfood.com/teriyaki-steak/,2 tbsp Japanese soy sauce
japanese,Teriyaki Steak Recipe,https://tasteasianfood.com/teriyaki-steak/,2 tbsp sake
japanese,Teriyaki Steak Recipe,https://tasteasianfood.com/teriyaki-steak/,2 tbsp sugar
japanese,Teriyaki Steak Recipe,https://tasteasianfood.com/teriyaki-steak/,Green onion and toasted sesame seeds to garnish
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,200g fresh udon noodles
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,"125g beef, thinly sliced across the grain"
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,1/4 tsp salt
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,1/4 tsp baking soda
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,2 tsp vegetable oil
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,1 tsp cornstarch
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,2 tsp light soy sauce
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,1 tsp dark soy sauce
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,1 tbsp mirin
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,2 tsp sesame oil
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,1 tbsp oyster sauce
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,1/2 tsp sugar
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,1/2 tsp salt
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,1 tsp crushed black pepper
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,1 tbsp chopped garlic
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,"1 medium-sized onion, sliced"
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,1 bell pepper. sliced (preferably mixed color for better presentation)
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,"1 stalk celery, sliced"
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,"5 dried shitake mushrooms, rehydrate and cut into strips"
japanese,Beef udon recipe with black pepper,https://tasteasianfood.com/beef-udon-recipe/,Green onions and toasted sesame seeds to garnish
japanese,Japanese Curry Udon,https://tasteasianfood.com/curry-udon-recipe/,200g chicken thigh meat
japanese,Japanese Curry Udon,https://tasteasianfood.com/curry-udon-recipe/,"2 stalks of spring onions, cut into thin rings"
japanese,Japanese Curry Udon,https://tasteasianfood.com/curry-udon-recipe/,"1 onion, cut into thin slices"
japanese,Japanese Curry Udon,https://tasteasianfood.com/curry-udon-recipe/,"1 carrot, cut into julienne"
japanese,Japanese Curry Udon,https://tasteasianfood.com/curry-udon-recipe/,1 liter dashi stock (see note)
japanese,Japanese Curry Udon,https://tasteasianfood.com/curry-udon-recipe/,2 bricks of Japanese curry roux
japanese,Japanese Curry Udon,https://tasteasianfood.com/curry-udon-recipe/,2 packets of fresh udon 
japanese,Japanese Curry Udon,https://tasteasianfood.com/curry-udon-recipe/,1 packet of shimeiji mushrooms
japanese,Japanese Curry Udon,https://tasteasianfood.com/curry-udon-recipe/,2 tsp sake
japanese,Japanese Curry Udon,https://tasteasianfood.com/curry-udon-recipe/,2 tsp Japanese soy sauce
japanese,Japanese Curry Udon,https://tasteasianfood.com/curry-udon-recipe/,2 tsp mirin
japanese,Japanese Curry Udon,https://tasteasianfood.com/curry-udon-recipe/,1 tsp sesame oil
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,"1 pound of shrimp, peeled"
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,2 tsp salt
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1/2 tsp baking soda
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1/2 cup all-purpose flour
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1/4 tsp salt
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1/2 tsp paprika
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1/4 tsp black pepper
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1/8 tsp turmeric powder
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1 tsp garlic powder
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1 cup panko
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1/4 tsp salt
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1/2 tsp paprika
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1/4 tsp black pepper
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1/8 tsp turmeric powder
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1 tsp garlic powder
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,1 egg (beat with 2 tbsp of water)
japanese,Panko Shrimp Recipe,https://tasteasianfood.com/panko-shrimp-recipe/,vegetable oil for frying
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,200g dried spaghetti
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,1.5 liter water 
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,1.5 tbsp salt
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,3 tbsp of olive oil
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,"4 large cloves of garlic, thinly sliced"
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,"1 red chili, remove seeds, thinly sliced"
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,1 tsp chili flakes
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,"100g shiitake mushrooms, sliced"
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,"150g shimeji mushrooms, cut into two if too long"
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,"150g oyster mushrooms, break up into small pieces"
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,1 tsp of salt
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,1/2 tsp of ground black pepper
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,1.5 tsp of dashi granules
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,1 tbsp of scallion rings
japanese,Spaghetti aglio e olio - easy Japanese-inspired fusion recipe ,https://tasteasianfood.com/spaghetti-aglio-e-olio/,1 tbsp of bonito flakes
japanese,How to make tamagoyaki (Japanese rolled omelet) - easy home recipe,https://tasteasianfood.com/how-to-make-tamagoyaki/,4 large eggs
japanese,How to make tamagoyaki (Japanese rolled omelet) - easy home recipe,https://tasteasianfood.com/how-to-make-tamagoyaki/,4 tbsp dashi (see note)
japanese,How to make tamagoyaki (Japanese rolled omelet) - easy home recipe,https://tasteasianfood.com/how-to-make-tamagoyaki/,1 tbsp sugar
japanese,How to make tamagoyaki (Japanese rolled omelet) - easy home recipe,https://tasteasianfood.com/how-to-make-tamagoyaki/,1 tsp light soy sauce
japanese,How to make tamagoyaki (Japanese rolled omelet) - easy home recipe,https://tasteasianfood.com/how-to-make-tamagoyaki/,a pinch of salt
japanese,How to make tamagoyaki (Japanese rolled omelet) - easy home recipe,https://tasteasianfood.com/how-to-make-tamagoyaki/,1 tbsp vegetable oil for frying
japanese,Chashu pork recipe- How to make Japanese ramen chashu pork ,https://tasteasianfood.com/chashu-pork/,"1kg pork belly, skin on"
japanese,Chashu pork recipe- How to make Japanese ramen chashu pork ,https://tasteasianfood.com/chashu-pork/,"1 medium-size onion, cut into quarter"
japanese,Chashu pork recipe- How to make Japanese ramen chashu pork ,https://tasteasianfood.com/chashu-pork/,10g kombu (optional)
japanese,Chashu pork recipe- How to make Japanese ramen chashu pork ,https://tasteasianfood.com/chashu-pork/,"2 stalks scallion, cut into 3-inch sections"
japanese,Chashu pork recipe- How to make Japanese ramen chashu pork ,https://tasteasianfood.com/chashu-pork/,4 tbsp sugar
japanese,Chashu pork recipe- How to make Japanese ramen chashu pork ,https://tasteasianfood.com/chashu-pork/,4 tbsp sake
japanese,Chashu pork recipe- How to make Japanese ramen chashu pork ,https://tasteasianfood.com/chashu-pork/,4 tbsp mirin
japanese,Chashu pork recipe- How to make Japanese ramen chashu pork ,https://tasteasianfood.com/chashu-pork/,"15g ginger, cut into thin slices"
japanese,Chashu pork recipe- How to make Japanese ramen chashu pork ,https://tasteasianfood.com/chashu-pork/,1 cup Japanese soy sauce
japanese,Chashu pork recipe- How to make Japanese ramen chashu pork ,https://tasteasianfood.com/chashu-pork/,Sufficient water to submerge the pork belly in the pot
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,"400g chicken thigh meat (skinless, boneless), cut into bite-size"
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,3/4 tsp salt
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,1 tablespoon Japanese soy sauce
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,1 tablespoon mirin
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,1 tablespoon sake
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,2 tsp sugar
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,1 tbsp vegetable oil
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,"3 cloves of garlic, chopped "
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,"1 inch ginger, chopped "
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,"20g dried shiitake mushrooms, soaked and cut into halves"
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,"100g (3 oz) red/green bell peppers, cut into long thin strips"
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,"100g (3 oz) carrots, cut into long strips "
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,1 tsp salt
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,1 tbsp Japanese soy sauce
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,2 tsp cornstarch (with 4 tbsp water)
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,400g/14oz fresh soba (or other noodles of your choice)
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,2 tbsp thinly sliced scallions
japanese,Teriyaki noodles,https://tasteasianfood.com/teriyaki-noodles/,1 tbsp sesame seeds
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,1.2kg chicken (thighs and wings) 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,1.5 tsp salt
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,"20g grated ginger, use only the juice "
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,1/4 tsp ground white pepper 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,70g cornstarch 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,1 tsp baking powder 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,2 tbsp vegetable oil 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,"3 dry chili, remove seeds, cut into sections "
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,2 tbsp minced garlic 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,1 tbsp minced ginger 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,2 tbsp ketchup 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,4 tbsp Gochujang 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,3 tbsp brown sugar 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,1 tbsp soy sauce 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,1 tbsp white vinegar 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,3 tbsp honey (or rice syrup)
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,2 tsp sesame oil
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,1 tbsp toasted sesame seeds 
korean,Korean Fried Chicken,https://tasteasianfood.com/korean-fried-chicken/,1/4 cup of water
